DTE1,DTE2,Count,Average,pDelta
275,135,171,0.000419718,-0.42347
360,140,81,0.000419636,-0.442582
156,8,115,0.000419564,-0.453093
324,112,41,0.000419506,-0.560811
275,136,171,0.000419223,-0.42347
275,130,171,0.000419206,-0.42347
223,137,48,0.000419059,-0.552482
674,561,74,0.000418999,-0.459504
812,667,31,0.000418785,-0.677744
674,554,74,0.000418666,-0.459504
191,43,83,0.000418626,-0.456025
882,875,8,0.00041857,-0.79575
366,245,71,0.000418519,-0.503348
223,31,48,0.000418464,-0.552482
1003,892,71,0.000418406,-0.455216
674,540,73,0.000418362,-0.465212
324,113,41,0.000418348,-0.560811
674,533,74,0.000418289,-0.459504
232,177,41,0.000418256,-0.592
324,130,41,0.00041808,-0.560811
197,59,156,0.000418042,-0.401936
76,20,1,0.000418019,-0.85602
360,137,81,0.000417961,-0.442582
212,119,115,0.000417928,-0.452356
325,227,24,0.000417926,-0.871847
64,14,2,0.000417872,-0.465625
366,219,71,0.000417783,-0.503348
315,198,36,0.000417776,-0.466539
132,78,51,0.000417774,-0.560222
212,37,115,0.000417774,-0.452356
310,197,180,0.000417669,-0.405726
64,7,2,0.000417409,-0.465625
88,38,3,0.000417319,-0.23972
1003,886,71,0.000417092,-0.455216
156,9,115,0.00041695,-0.453093
64,11,2,0.000416908,-0.465625
156,32,115,0.000416862,-0.453093
405,309,4,0.000416842,-1
223,126,48,0.000416799,-0.552482
66,30,1,0.000416667,-0.81761
1003,891,71,0.000416568,-0.455216
315,143,36,0.0004165,-0.466539
310,179,182,0.000416407,-0.401382
92,72,1,0.000416304,-0.90752
315,144,36,0.000416185,-0.466539
32,0,160,0.000415876,-0.373739
197,48,156,0.000415749,-0.401936
223,128,48,0.000415673,-0.552482
324,126,41,0.000415621,-0.560811
457,329,83,0.000415327,-0.43596
197,104,156,0.000415184,-0.401936
191,21,83,0.000415143,-0.456025
366,241,71,0.000415102,-0.503348
27,4,17,0.000414834,-0.493205
315,140,36,0.000414729,-0.466539
457,338,83,0.000414722,-0.43596
1003,889,71,0.000414679,-0.455216
324,129,41,0.000414678,-0.560811
674,659,63,0.000414558,-0.462794
745,742,14,0.000414486,-0.735013
318,302,2,0.000414444,-0.64407
289,57,115,0.000414429,-0.481591
457,339,83,0.000414386,-0.43596
275,143,171,0.000414378,-0.42347
191,29,83,0.000414242,-0.456025
191,79,83,0.000414025,-0.456025
275,140,171,0.000414005,-0.42347
146,132,4,0.000413811,-0.815782
1003,875,70,0.000413729,-0.460301
315,142,36,0.000413581,-0.466539
197,51,156,0.000413261,-0.401936
156,4,115,0.000413222,-0.453093
128,35,28,0.000413212,-0.879063
223,30,48,0.000413185,-0.552482
197,49,156,0.00041318,-0.401936
1003,899,71,0.000413081,-0.455216
360,136,81,0.00041291,-0.442582
212,59,115,0.000412892,-0.452356
233,144,24,0.000412859,-0.915316
275,154,171,0.000412758,-0.42347
310,183,180,0.000412709,-0.405726
219,126,28,0.000412704,-0.832896
191,72,83,0.000412678,-0.456025
457,354,83,0.000412511,-0.43596
325,228,24,0.00041249,-0.871847
141,101,36,0.000412391,-0.671661
275,179,171,0.000412286,-0.42347
85,6,2,0.000412057,-0.92262
289,58,115,0.000412008,-0.481591
289,95,115,0.000411955,-0.481591
275,126,171,0.000411833,-0.42347
312,302,1,0.000411765,-0.07011
191,42,83,0.000411726,-0.456025
310,218,180,0.000411578,-0.405726
405,305,4,0.000411494,-1
332,316,1,0.000411262,-0.64236
310,190,182,0.000411216,-0.401382
212,36,115,0.000411136,-0.452356
324,254,41,0.000410885,-0.560811
289,56,115,0.000410842,-0.481591
142,53,24,0.000410732,-0.976553
457,353,84,0.000410572,-0.430867
639,532,88,0.000410546,-0.4018
85,30,1,0.000410242,-0.67022
197,50,156,0.000410111,-0.401936
212,88,115,0.000410061,-0.452356
325,232,24,0.000410005,-0.871847
191,24,83,0.000409949,-0.456025
53,4,2,0.000409941,-0.91778
275,107,171,0.000409891,-0.42347
87,8,15,0.000409771,-0.576246
275,105,171,0.000409757,-0.42347
132,56,51,0.000409741,-0.560222
191,28,83,0.00040968,-0.456025
88,58,9,0.000409666,-0.746573
191,38,83,0.000409619,-0.456025
289,100,115,0.000409542,-0.481591
315,210,36,0.000409521,-0.466539
315,207,36,0.000409438,-0.466539
275,106,171,0.000409288,-0.42347
714,604,2,0.000409273,-1
101,0,1,0.000409206,-0.83701
128,73,28,0.000409099,-0.879063
233,151,24,0.000408872,-0.915316
191,18,83,0.000408735,-0.456025
457,442,62,0.000408705,-0.397093
324,233,41,0.000408623,-0.560811
142,63,24,0.000408572,-0.976553
66,37,2,0.000408561,-0.854835
324,260,41,0.000408492,-0.560811
233,178,24,0.000408447,-0.915316
79,13,2,0.000408426,-0.934555
197,45,156,0.000408251,-0.401936
360,135,81,0.000408239,-0.442582
65,6,1,0.000408206,-1
366,274,71,0.000408072,-0.503348
289,63,115,0.000408018,-0.481591
315,137,36,0.000407975,-0.466539
674,575,74,0.000407792,-0.459504
232,158,41,0.000407685,-0.592
223,23,48,0.000407598,-0.552482
142,60,24,0.000407538,-0.976553
324,256,41,0.000407514,-0.560811
223,25,48,0.000407479,-0.552482
289,59,115,0.000407453,-0.481591
324,231,41,0.000407338,-0.560811
275,127,171,0.000407338,-0.42347
324,255,41,0.000407282,-0.560811
674,532,74,0.000407271,-0.459504
275,137,171,0.000407255,-0.42347
223,29,48,0.000407087,-0.552482
445,417,71,0.000406974,-0.506275
289,64,115,0.000406919,-0.481591
366,183,71,0.000406868,-0.503348
289,60,115,0.000406824,-0.481591
324,134,41,0.000406819,-0.560811
315,141,36,0.000406757,-0.466539
674,548,74,0.000406737,-0.459504
366,134,71,0.000406661,-0.503348
85,7,2,0.000406604,-0.92262
275,150,171,0.000406518,-0.42347
275,129,171,0.000406463,-0.42347
674,574,74,0.000406354,-0.459504
1003,900,71,0.000406316,-0.455216
88,32,3,0.000406215,-0.23972
223,28,48,0.00040612,-0.552482
223,24,48,0.000406015,-0.552482
289,53,115,0.000405997,-0.481591
366,184,71,0.000405835,-0.503348
457,352,83,0.000405623,-0.43596
275,123,171,0.000405618,-0.42347
191,53,83,0.000405549,-0.456025
289,71,115,0.000405225,-0.481591
232,0,41,0.000405038,-0.592
674,529,74,0.00040494,-0.459504
191,17,83,0.000404917,-0.456025
191,39,83,0.000404874,-0.456025
184,77,216,0.000404833,-0.355259
315,136,36,0.000404827,-0.466539
191,25,83,0.000404539,-0.456025
324,133,41,0.000404516,-0.560811
191,23,83,0.000404469,-0.456025
85,14,3,0.000404441,-0.838487
674,535,74,0.000404439,-0.459504
181,144,2,0.000404091,-0.954875
674,534,74,0.000404081,-0.459504
223,130,48,0.000403951,-0.552482
1003,872,71,0.000403808,-0.455216
289,73,115,0.000403594,-0.481591
223,21,48,0.000403483,-0.552482
360,128,81,0.000403463,-0.442582
232,171,41,0.000403278,-0.592
219,140,28,0.000403146,-0.832896
360,134,81,0.000403027,-0.442582
128,49,28,0.000402591,-0.879063
366,133,71,0.000402567,-0.503348
360,130,81,0.000402479,-0.442582
310,177,180,0.000402389,-0.405726
275,128,171,0.000402082,-0.42347
674,541,74,0.000402065,-0.459504
324,127,41,0.000402041,-0.560811
457,351,83,0.000401995,-0.43596
360,133,81,0.000401988,-0.442582
812,662,31,0.000401914,-0.677744
162,78,53,0.000401816,-0.808256
275,101,171,0.00040146,-0.42347
289,66,115,0.000401133,-0.481591
84,42,3,0.000401129,-0.438257
289,67,115,0.00040098,-0.481591
223,22,48,0.000400968,-0.552482
289,72,115,0.000400962,-0.481591
366,189,71,0.000400959,-0.503348
360,122,81,0.000400866,-0.442582
360,129,81,0.000400816,-0.442582
310,184,181,0.000400776,-0.403542
360,121,81,0.000400692,-0.442582
289,52,115,0.000400633,-0.481591
223,17,48,0.000400606,-0.552482
639,522,88,0.000400604,-0.4018
223,18,48,0.000400384,-0.552482
457,326,83,0.000400259,-0.43596
191,22,83,0.000400182,-0.456025
289,65,115,0.000399959,-0.481591
156,3,115,0.000399882,-0.453093
405,347,4,0.000399622,-1
639,528,89,0.000399547,-0.397459
639,527,89,0.000399494,-0.397459
212,35,115,0.000399342,-0.452356
360,120,81,0.000399328,-0.442582
324,259,41,0.000399323,-0.560811
366,213,71,0.000399189,-0.503348
223,16,48,0.000399011,-0.552482
132,72,51,0.000398991,-0.560222
360,126,81,0.000398972,-0.442582
289,49,115,0.000398838,-0.481591
310,176,184,0.000398615,-0.398605
289,74,115,0.000398547,-0.481591
212,30,115,0.000398368,-0.452356
324,235,41,0.000398262,-0.560811
105,1,180,0.000398235,-0.355182
360,119,81,0.000398049,-0.442582
319,303,121,0.000397874,-0.490787
360,123,81,0.00039774,-0.442582
212,29,115,0.000397683,-0.452356
639,525,88,0.000397563,-0.4018
366,186,71,0.000397526,-0.503348
310,169,186,0.00039751,-0.392961
311,219,16,0.000397504,-0.92436
289,43,115,0.000397501,-0.481591
674,576,74,0.00039749,-0.459504
223,150,48,0.000397465,-0.552482
223,15,48,0.000397459,-0.552482
289,42,115,0.000397325,-0.481591
197,73,156,0.000397293,-0.401936
315,204,36,0.000396881,-0.466539
197,29,156,0.000396805,-0.401936
105,2,180,0.000396783,-0.355182
132,57,51,0.000396775,-0.560222
184,73,216,0.000396714,-0.355259
76,31,5,0.000396683,-0.864546
238,226,4,0.000396584,-0.0788175
289,45,115,0.000396503,-0.481591
674,506,74,0.000396167,-0.459504
275,100,171,0.000396111,-0.42347
87,2,15,0.000396085,-0.576246
366,135,71,0.000395994,-0.503348
212,32,115,0.000395927,-0.452356
360,127,81,0.00039592,-0.442582
812,674,31,0.000395908,-0.677744
39,4,166,0.00039573,-0.413354
639,511,87,0.000395711,-0.406213
18,12,10,0.000395698,-0.81516
289,70,115,0.000395697,-0.481591
366,118,71,0.000395656,-0.503348
223,14,48,0.000395626,-0.552482
289,44,115,0.000395474,-0.481591
148,128,5,0.000395124,-0.838288
1003,884,71,0.00039511,-0.455216
85,79,2,0.000395093,-0.92262
197,28,156,0.000395009,-0.401936
223,164,48,0.00039498,-0.552482
184,80,216,0.000394901,-0.355259
405,310,4,0.000394882,-1
457,316,83,0.000394876,-0.43596
674,504,74,0.000394872,-0.459504
184,72,216,0.000394801,-0.355259
457,344,83,0.000394759,-0.43596
366,129,71,0.000394674,-0.503348
197,27,156,0.000394606,-0.401936
674,505,74,0.000394556,-0.459504
289,77,115,0.000394507,-0.481591
197,44,156,0.000394427,-0.401936
289,46,115,0.000394387,-0.481591
181,155,2,0.000394364,-0.954875
72,46,1,0.000394328,-0.89724
223,149,48,0.000394199,-0.552482
184,81,216,0.000394196,-0.355259
674,539,74,0.000394173,-0.459504
311,217,16,0.000394134,-0.92436
639,520,87,0.000394103,-0.405833
457,323,82,0.00039403,-0.440881
639,536,88,0.000393922,-0.4018
289,50,115,0.000393909,-0.481591
812,669,31,0.000393761,-0.677744
457,337,83,0.000393723,-0.43596
128,39,28,0.000393687,-0.879063
73,72,2,0.000393657,-0.89251
105,0,180,0.000393482,-0.355182
457,330,83,0.000393431,-0.43596
409,385,1,0.000392992,-1
219,130,28,0.000392742,-0.832896
1003,876,71,0.000392666,-0.455216
639,521,88,0.000392613,-0.4018
310,178,180,0.000392582,-0.405726
105,6,180,0.000392448,-0.355182
223,133,48,0.000392439,-0.552482
289,51,115,0.000392402,-0.481591
366,119,71,0.000392392,-0.503348
128,46,28,0.00039231,-0.879063
639,535,89,0.000391788,-0.397459
223,151,48,0.000391629,-0.552482
310,214,180,0.000391613,-0.405726
1003,897,71,0.000391438,-0.455216
311,256,16,0.000391259,-0.92436
360,115,81,0.000391176,-0.442582
457,358,83,0.000391167,-0.43596
219,137,28,0.000391109,-0.832896
212,31,115,0.000391006,-0.452356
275,184,171,0.000390971,-0.42347
1003,862,71,0.000390773,-0.455216
1003,898,71,0.000390733,-0.455216
289,101,115,0.000390461,-0.481591
324,246,41,0.000390134,-0.560811
361,339,103,0.000389888,-0.445795
184,70,216,0.000389859,-0.355259
191,92,83,0.000389818,-0.456025
366,185,71,0.000389735,-0.503348
148,134,5,0.000389713,-0.838288
674,577,74,0.000389515,-0.459504
1003,835,71,0.00038942,-0.455216
1003,834,71,0.000389181,-0.455216
1003,869,71,0.000389087,-0.455216
184,79,216,0.000388993,-0.355259
275,99,171,0.000388974,-0.42347
76,28,5,0.000388945,-0.864546
714,658,2,0.000388848,-1
223,155,48,0.000388654,-0.552482
59,31,3,0.000388578,-0.933947
1003,833,71,0.000388551,-0.455216
105,5,180,0.000388458,-0.355182
184,67,216,0.000388416,-0.355259
223,10,48,0.0003884,-0.552482
93,84,159,0.000388363,-0.189515
289,78,115,0.000388344,-0.481591
812,665,31,0.000388171,-0.677744
310,189,182,0.000388112,-0.401382
361,332,103,0.000388053,-0.445795
360,114,81,0.00038796,-0.442582
1003,885,71,0.000387924,-0.455216
289,39,115,0.000387818,-0.481591
289,102,115,0.000387757,-0.481591
1003,883,71,0.000387751,-0.455216
105,13,180,0.000387706,-0.355182
674,528,74,0.000387698,-0.459504
184,78,216,0.000387666,-0.355259
405,346,4,0.000387658,-1
457,357,83,0.000387579,-0.43596
324,238,41,0.000387548,-0.560811
674,536,74,0.000387494,-0.459504
366,270,71,0.000387384,-0.503348
91,2,28,0.000387348,-0.32133
197,23,156,0.000387219,-0.401936
105,8,180,0.000387132,-0.355182
639,534,88,0.000386953,-0.4018
162,100,53,0.000386891,-0.808256
59,30,3,0.000386816,-0.933947
674,549,74,0.000386805,-0.459504
142,56,24,0.000386716,-0.976553
310,165,186,0.00038666,-0.392961
137,114,139,0.000386547,-0.469765
223,9,48,0.000386488,-0.552482
148,133,5,0.000386283,-0.838288
275,122,171,0.000386225,-0.42347
812,668,31,0.000386222,-0.677744
310,170,186,0.000386156,-0.392961
442,421,1,0.0003861,-1
561,540,1,0.0003861,-1
715,694,1,0.0003861,-1
533,512,1,0.0003861,-1
141,65,36,0.000385976,-0.671661
310,171,186,0.000385907,-0.392961
360,113,81,0.000385867,-0.442582
310,185,180,0.000385835,-0.405726
162,122,53,0.000385411,-0.808256
310,168,188,0.000385377,-0.390333
223,211,48,0.000385301,-0.552482
360,112,81,0.000385286,-0.442582
275,182,171,0.000385178,-0.42347
812,764,31,0.000385034,-0.677744
312,301,1,0.000385027,-0.07011
223,8,48,0.000384785,-0.552482
639,508,87,0.00038474,-0.406213
223,141,48,0.000384567,-0.552482
105,7,180,0.000384562,-0.355182
184,85,216,0.000384549,-0.355259
639,540,85,0.000384493,-0.415389
457,315,83,0.000384257,-0.43596
223,154,48,0.000384179,-0.552482
233,147,24,0.000384159,-0.915316
1003,890,71,0.000384148,-0.455216
184,65,216,0.000384097,-0.355259
132,53,51,0.000384039,-0.560222
197,22,156,0.000384036,-0.401936
366,128,71,0.000383796,-0.503348
315,135,36,0.000383605,-0.466539
92,3,1,0.000383488,-0.90752
223,7,48,0.000383444,-0.552482
366,136,71,0.000383442,-0.503348
92,8,1,0.000383281,-0.90752
674,500,74,0.000383133,-0.459504
812,757,31,0.000383128,-0.677744
190,106,53,0.000383079,-0.790496
184,56,216,0.000383043,-0.355259
366,121,71,0.00038299,-0.503348
212,28,115,0.000382984,-0.452356
405,308,4,0.00038298,-1
184,66,216,0.00038285,-0.355259
91,9,28,0.000382767,-0.32133
132,66,51,0.000382741,-0.560222
674,542,74,0.000382691,-0.459504
360,109,81,0.000382483,-0.442582
639,533,88,0.000382378,-0.4018
366,120,71,0.000382285,-0.503348
1003,861,71,0.0003821,-0.455216
315,300,3,0.000381939,-0.640807
132,44,51,0.000381811,-0.560222
232,149,41,0.000381542,-0.592
324,267,41,0.00038143,-0.560811
1003,903,71,0.000381394,-0.455216
674,527,74,0.000381269,-0.459504
674,553,73,0.000381251,-0.465046
457,324,83,0.000381244,-0.43596
457,317,83,0.000381226,-0.43596
366,125,71,0.00038109,-0.503348
674,525,74,0.000380994,-0.459504
219,164,28,0.000380706,-0.832896
191,16,83,0.000380652,-0.456025
184,84,216,0.000380582,-0.355259
73,31,2,0.000380472,-0.89251
108,95,13,0.000380374,-0.556452
315,134,36,0.000380359,-0.466539
405,322,4,0.00038007,-1
457,318,83,0.000379999,-0.43596
141,99,36,0.000379917,-0.671661
457,331,83,0.000379783,-0.43596
238,222,1,0.000379673,-0.64971
366,182,71,0.000379631,-0.503348
197,21,156,0.000379552,-0.401936
366,137,71,0.00037947,-0.503348
141,98,36,0.000379284,-0.671661
240,226,3,0.000379022,-0.77869
1003,858,71,0.000378995,-0.455216
181,149,2,0.000378774,-0.954875
223,4,48,0.000378664,-0.552482
315,130,36,0.000378639,-0.466539
325,233,24,0.000378629,-0.871847
457,359,83,0.000378322,-0.43596
137,128,217,0.00037824,-0.450847
275,93,171,0.00037814,-0.42347
128,42,28,0.000378077,-0.879063
191,15,83,0.000378065,-0.456025
142,78,24,0.000377999,-0.976553
275,92,171,0.000377811,-0.42347
366,140,71,0.000377647,-0.503348
275,151,171,0.000377559,-0.42347
325,231,24,0.000377362,-0.871847
315,212,36,0.000377361,-0.466539
84,52,3,0.000377321,-0.438257
639,526,87,0.000377305,-0.406213
191,91,83,0.000377179,-0.456025
457,289,85,0.000377044,-0.425897
457,312,84,0.000377027,-0.43087
366,242,71,0.000376922,-0.503348
191,85,83,0.000376776,-0.456025
310,175,188,0.00037662,-0.392048
310,172,185,0.000376434,-0.395034
457,287,85,0.000376432,-0.425897
639,512,87,0.000376403,-0.406213
191,88,83,0.000376383,-0.456025
674,522,74,0.000376315,-0.459504
1003,864,71,0.000376217,-0.455216
366,115,71,0.000376197,-0.503348
457,288,85,0.000376141,-0.425897
1003,863,71,0.000376122,-0.455216
715,700,1,0.000375977,-1
184,53,216,0.000375936,-0.355259
1003,877,71,0.000375795,-0.455216
275,98,171,0.000375709,-0.42347
639,498,86,0.000375681,-0.410714
366,122,71,0.000375554,-0.503348
311,231,16,0.00037543,-0.92436
88,53,9,0.000375426,-0.746573
457,360,83,0.000374988,-0.43596
109,92,144,0.000374962,-0.311391
674,526,74,0.000374915,-0.459504
184,71,216,0.000374273,-0.355259
1003,904,71,0.000374211,-0.455216
212,22,115,0.00037419,-0.452356
184,86,216,0.000374135,-0.355259
184,87,216,0.000374078,-0.355259
212,21,115,0.000373682,-0.452356
191,11,83,0.000373626,-0.456025
79,6,2,0.000373621,-0.934555
366,175,71,0.000373606,-0.503348
275,95,171,0.000373591,-0.42347
315,206,36,0.000373492,-0.466539
366,141,71,0.000373373,-0.503348
366,176,71,0.000373276,-0.503348
639,519,88,0.000373267,-0.4018
674,499,74,0.000373193,-0.459504
1003,870,70,0.000373063,-0.460694
310,219,179,0.000373004,-0.407925
184,64,216,0.000372911,-0.355259
674,582,74,0.000372793,-0.459504
190,128,53,0.000372769,-0.790496
311,221,16,0.000372704,-0.92436
85,62,2,0.000372488,-0.92262
315,133,36,0.000372352,-0.466539
79,7,2,0.000372284,-0.934555
88,25,3,0.000371973,-0.23972
289,85,115,0.000371869,-0.481591
457,322,83,0.000371861,-0.43596
197,20,156,0.000371591,-0.401936
311,228,16,0.000371307,-0.92436
184,92,216,0.000371199,-0.355259
105,9,180,0.000371127,-0.355182
88,57,9,0.000371047,-0.746573
315,129,36,0.000370772,-0.466539
1003,854,71,0.000370631,-0.455216
223,129,48,0.000370536,-0.552482
184,57,216,0.000370356,-0.355259
714,617,2,0.000370342,-1
525,511,2,0.00037031,-0.91405
232,184,41,0.000369983,-0.592
1003,868,71,0.000369928,-0.455216
137,116,133,0.000369914,-0.49069
639,539,88,0.000369888,-0.4018
137,115,235,0.000369887,-0.422578
191,14,83,0.000369873,-0.456025
197,15,156,0.000369706,-0.401936
1003,829,71,0.00036958,-0.455216
639,471,84,0.000369499,-0.420081
269,244,101,0.00036944,-0.297042
93,76,3,0.000369348,-0.833687
319,302,121,0.000369021,-0.490787
310,217,178,0.000368955,-0.410146
1003,851,71,0.000368802,-0.455216
457,308,84,0.000368776,-0.430867
197,17,156,0.000368763,-0.401936
366,126,71,0.000368408,-0.503348
197,14,156,0.000368385,-0.401936
275,94,171,0.000368332,-0.42347
324,91,41,0.00036806,-0.560811
639,505,87,0.000368014,-0.406213
241,232,88,0.000367917,-0.47664
147,132,1,0.000367601,-0.72112
142,85,24,0.000367444,-0.976553
64,28,2,0.000367297,-0.465625
76,29,5,0.000367248,-0.864546
223,162,48,0.000367181,-0.552482
1003,855,71,0.000366926,-0.455216
212,198,75,0.000366695,-0.304416
232,224,2,0.000366647,-0.83986
128,64,28,0.000366447,-0.879063
457,283,85,0.000366349,-0.425897
639,506,85,0.000366214,-0.415296
219,133,28,0.000366081,-0.832896
639,497,86,0.000366039,-0.410714
445,416,71,0.000365918,-0.506275
197,16,156,0.000365846,-0.401936
289,84,115,0.000365757,-0.481591
162,119,53,0.000365665,-0.808256
1003,994,1,0.000365592,-0.06545
457,311,83,0.000365474,-0.43596
197,183,116,0.000365269,-0.281723
93,85,84,0.00036513,-0.170629
184,50,216,0.000365129,-0.355259
457,319,83,0.000365052,-0.43596
366,127,71,0.000364866,-0.503348
289,79,115,0.000364829,-0.481591
639,470,85,0.000364759,-0.415389
405,319,4,0.000364757,-1
639,541,87,0.000364538,-0.406213
212,23,115,0.000364453,-0.452356
156,142,85,0.000364326,-0.304371
457,305,84,0.000364229,-0.430867
639,494,86,0.000364026,-0.410714
64,17,2,0.000364017,-0.465625
232,219,2,0.00036393,-0.83986
191,10,83,0.000363927,-0.456025
714,612,2,0.0003639,-1
639,513,87,0.00036369,-0.406213
457,309,84,0.000363662,-0.430867
318,310,2,0.00036356,-0.64407
325,270,24,0.000363484,-0.871847
325,245,24,0.000363477,-0.871847
315,123,36,0.000363251,-0.466539
457,282,84,0.000363245,-0.430867
315,127,36,0.000363207,-0.466539
184,58,216,0.000363037,-0.355259
639,499,86,0.000362973,-0.410714
1003,857,71,0.000362886,-0.455216
184,51,216,0.000362794,-0.355259
343,329,2,0.000362657,-0.91252
315,128,36,0.000362592,-0.466539
91,8,28,0.000362522,-0.32133
105,12,180,0.000362441,-0.355182
639,542,86,0.000362439,-0.410714
289,91,115,0.000362431,-0.481591
457,365,83,0.000362346,-0.43596
53,43,2,0.000362292,-0.91778
324,252,41,0.000362281,-0.560811
238,223,5,0.000362175,-0.192996
639,507,83,0.000362156,-0.42485
883,872,23,0.000362101,-0.9724
